num of threads,lowest time,highest time,average time,stdev time
1,0.0110026,0.0272649,0.015457489000000005,0.0028822368978157057
2,0.0115241,0.0240303,0.015419455999999996,0.002465582308720345
3,0.01125,0.0180123,0.014143440999999996,0.001285793573068572
4,0.0110012,0.0236626,0.01457655700000001,0.002300007744310853
5,0.0110013,0.0187163,0.014440645,0.001351804603683685
6,0.0119839,0.0201347,0.014715330000000004,0.0016830216222945894
7,0.0110044,0.0219969,0.014696834999999988,0.0019246764428788355
8,0.0119901,0.0350663,0.014795622,0.002581386101059552
9,0.0110013,0.0230047,0.015247656000000009,0.0022341256905726603
10,0.0110111,0.0205273,0.015607268,0.0016061229192353022
