num of threads,lowest time,highest time,average time,stdev time
1,0.0120148,0.0595646,0.016874336999999996,0.005087656709018327
2,0.0119963,0.0192279,0.014735928999999997,0.0014494763682377848
3,0.0114186,0.0255847,0.015373694999999996,0.002584164752830734
4,0.011983,0.0340845,0.015788048000000002,0.003409644140751585
5,0.012975,0.0279625,0.016039384000000004,0.0024340573013813954
6,0.0121386,0.0440346,0.016323997,0.003994237946318308
7,0.0109968,0.0279958,0.015422141999999998,0.002472394108902004
8,0.0109992,0.019008,0.014774267999999997,0.0015571129386830428
9,0.0120092,0.0200083,0.015207353999999998,0.0014970274102211805
10,0.0120132,0.0220019,0.015531677,0.001801379479415594
11,0.0111339,0.0340135,0.015604638999999997,0.003168205299690803
12,0.0120087,0.0250309,0.016780284,0.0028897232795315657
13,0.0120137,0.0227444,0.015607616,0.0017965556643463484
14,0.0110005,0.0183206,0.014708020999999998,0.0013108730481409803
15,0.0120791,0.0245102,0.015791374000000004,0.0022615658770610393
16,0.0121888,0.0192928,0.015063289999999991,0.0015365681573959653
17,0.0120588,0.0255467,0.015830974,0.0023459698148195437
18,0.0129991,0.0211764,0.015902674000000002,0.0012974118153111953
19,0.0129859,0.0199886,0.016219834000000002,0.0014643313890004956
20,0.0129889,0.0240408,0.016069566,0.0022901478326514163
21,0.0129719,0.0199399,0.015378731000000005,0.0015297831091859084
22,0.012619,0.0255448,0.015890941000000006,0.002407124389239517
23,0.011995,0.0220073,0.015871196999999993,0.0017714395747415734
24,0.0129855,0.0251001,0.017408823000000004,0.002647981685098515
25,0.0140082,0.0269735,0.017642028999999993,0.0026475453616661222
26,0.0120369,0.0220732,0.016952233,0.0023938428573462536
27,0.0139901,0.0267659,0.016777157999999993,0.0021192226024710674
28,0.0130025,0.0273384,0.017490166,0.0024005470364452056
29,0.0129887,0.0474447,0.016840537000000003,0.0035535508775198675
30,0.0139912,0.0264222,0.018467623000000002,0.003054530744825106
31,0.0140009,0.0229922,0.017006821000000005,0.0018786855096316682
32,0.0139991,0.0243494,0.017643563000000004,0.0021921288002072275
33,0.0139975,0.0225433,0.01701116300000001,0.0017040060243559629
34,0.0131049,0.0269997,0.017027051,0.0023743641278913333
35,0.0135127,0.0220301,0.017026695999999997,0.001789074633836829
36,0.0139991,0.0220561,0.016723781999999993,0.001640750668393691
37,0.014151,0.026032,0.01787132900000001,0.0022397538466525624
38,0.0140847,0.0220289,0.017165712999999992,0.0016711545934119374
39,0.0139941,0.024003,0.017398217999999997,0.002117638221903035
40,0.0129997,0.0235713,0.01740311200000001,0.0017857240321635548
41,0.0139987,0.0260761,0.01764176,0.0023034775401947856
42,0.0145813,0.0220651,0.017310675,0.001737974643104944
43,0.0149911,0.0300235,0.017951587999999997,0.002740391821069728
44,0.0139949,0.0252033,0.018050255,0.002372334408963995
